0,93.0,76.29
1,93.0,76.29
2,93.0,76.29
3,92.0,76.29
4,92.0,75.26
5,92.0,75.26
6,91.5,73.2
7,91.5,73.2
8,91.5,74.23
9,90.0,76.29
10,89.5,76.29
11,87.5,76.29
12,87.5,76.29
13,87.5,76.29
14,87.5,76.29
15,87.5,76.29
16,87.5,76.29
17,87.0,77.32
18,87.0,77.32
19,87.0,77.32
20,87.0,77.32
21,87.0,77.32
22,86.0,82.47
23,86.0,82.47
24,86.0,82.47
25,86.0,82.47
26,86.0,82.47
27,86.0,82.47
28,86.0,82.47
29,86.0,82.47
30,86.0,82.47
31,86.0,82.47
32,86.0,82.47
33,86.0,82.47
34,86.0,82.47
35,81.0,78.35
36,81.0,78.35
37,81.0,78.35
38,81.0,78.35
39,81.0,78.35
40,81.0,78.35
41,78.5,72.16
42,78.5,72.16
43,78.5,72.16
44,78.5,72.16
45,78.5,72.16
46,78.5,72.16
47,78.5,72.16
48,78.5,72.16
49,78.5,72.16
50,78.5,72.16
51,78.5,72.16
52,78.5,72.16
53,78.5,72.16
54,78.5,72.16
55,78.5,72.16
56,78.5,72.16
57,78.5,72.16
58,78.5,72.16
59,78.5,72.16
60,78.5,72.16
61,78.5,72.16
62,78.5,72.16
63,78.5,72.16
64,78.5,72.16
65,78.5,72.16
66,78.5,72.16
67,78.5,72.16
68,78.5,72.16
69,78.5,72.16
70,78.5,72.16
71,78.5,72.16
72,78.5,72.16
73,78.5,72.16
74,78.5,72.16
75,78.5,72.16
76,78.5,72.16
77,78.5,72.16
78,78.5,72.16
79,78.5,72.16
80,78.5,72.16
81,78.5,72.16
82,78.5,72.16
83,78.5,72.16
84,78.5,72.16
85,78.5,72.16
86,78.5,72.16
87,78.5,72.16
88,78.5,72.16
89,78.5,72.16
90,78.5,72.16
91,78.5,72.16
92,78.5,72.16
93,78.5,72.16
94,78.5,72.16
95,78.5,72.16
96,78.5,72.16
97,78.5,72.16
98,78.5,72.16
99,78.5,72.16
100,78.5,72.16
101,78.5,72.16
102,78.5,72.16
103,78.5,72.16
104,78.5,72.16
105,78.5,72.16
106,78.5,72.16
107,78.5,72.16
108,78.5,72.16
109,78.5,72.16
110,78.5,72.16
111,78.5,72.16
112,78.5,72.16
113,78.5,72.16
114,78.5,72.16
115,78.5,72.16
116,78.5,72.16
117,78.5,72.16
118,78.5,72.16
119,78.5,72.16
120,78.5,72.16
121,78.5,72.16
122,78.5,72.16
123,78.5,72.16
124,78.5,72.16
125,78.5,72.16
126,78.5,72.16
127,78.5,72.16
128,78.5,72.16
129,78.5,72.16
130,78.5,72.16
131,78.5,72.16
132,78.5,72.16
133,78.5,72.16
134,78.5,72.16
135,78.5,72.16
136,78.5,72.16
137,78.5,72.16
138,78.5,72.16
139,78.5,72.16
140,78.5,72.16
141,78.5,72.16
142,78.5,72.16
143,78.5,72.16
144,78.5,72.16
145,78.5,72.16
146,78.5,72.16
147,78.5,72.16
148,78.5,72.16
149,78.5,72.16
150,78.5,72.16
151,78.5,72.16
152,78.5,72.16
153,78.5,72.16
154,78.5,72.16
155,78.5,72.16
156,78.5,72.16
157,78.5,72.16
158,78.5,72.16
159,78.5,72.16
160,78.5,72.16
161,78.5,72.16
162,78.5,72.16
163,78.5,72.16
164,78.5,72.16
165,78.5,72.16
166,78.5,72.16
167,78.5,72.16
168,78.5,72.16
169,78.5,72.16
170,78.5,72.16
171,78.5,72.16
172,78.5,72.16
173,78.5,72.16
174,78.5,72.16
175,78.5,72.16
176,78.5,72.16
177,78.5,72.16
178,78.5,72.16
179,78.5,72.16
180,78.5,72.16
181,78.5,72.16
182,78.5,72.16
183,78.5,72.16
184,78.5,72.16
185,78.5,72.16
186,78.5,72.16
187,78.5,72.16
188,78.5,72.16
189,78.5,72.16
190,78.5,72.16
191,78.5,72.16
192,78.5,72.16
193,78.5,72.16
194,78.5,72.16
195,78.5,72.16
196,78.5,72.16
197,78.5,72.16
198,78.5,72.16
199,78.5,72.16
200,78.5,72.16
